Brand,Mftr Code,Description,Dove Code,RRP,Price,Qty,Category 1,Category 2,Category 3,Image URL,Product URL
"AOC","C27G1 /79","AOC C27G1 27"" Curved 16:9 1920x1080 1ms 144Hz DP Monitor","AOC111",499.00,315.00,0,"Monitors","","","http://www.dove.co.nz/images/products/18913-489207.jpg","http://www.dove.co.nz/jump/18913"
"AOC","I2490VXQ /79","AOC i2490VXQ 24"" IPS Business Monitor FHD VGA HDMI DP 4yr wty","AOC2000",499.00,199.00,21,"Monitors","","","http://www.dove.co.nz/images/products/16019-5969.jpg","http://www.dove.co.nz/jump/16019"
"AOC","i2490PXQU /79","AOC i2490PXQU 24"" IPS Business Monitor FHD VGA HDMI DP Ergo 4yr wty","AOC2002",599.00,260.00,21,"Monitors","","","http://www.dove.co.nz/images/products/16020-14969.jpg","http://www.dove.co.nz/jump/16020"
"AOC","22P1 /79","AOC 22P1 22"" MVA Business Monitor FHD VGA DVI HDMI DP Height 3yr wty","AOC2004",399.00,189.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18546-4311104.jpg","http://www.dove.co.nz/jump/18546"
"AOC","i2790VQ /79","AOC i2790VQ 27"" IPS Business Monitor FHD VGA HDMI DP Frameless 4yr wty","AOC2031",649.00,270.00,21,"Monitors","","","http://www.dove.co.nz/images/products/16021-19969.jpg","http://www.dove.co.nz/jump/16021"
"AOC","i2790PQU /79","AOC i2790PQU 27"" IPS Business Monitor FHD VGA HDMI DP Ergo 4yr wty","AOC2033",699.00,315.00,21,"Monitors","","","http://www.dove.co.nz/images/products/16022-22969.jpg","http://www.dove.co.nz/jump/16022"
"AOC","Q27P1 /79","AOC Q27P1 27"" IPS Monitor QHD 2560x1440 VGA DVI HDMI DP Height 3yr wty","AOC2035",549.00,295.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18545-1111104.jpg","http://www.dove.co.nz/jump/18545"
"AOC","Q2790PQU /79","AOC Q2790PQU 27"" IPS Business Monitor QHD VGA HDMI DP Ergo 4yr wty","AOC2037",899.00,429.00,1,"Monitors","","","http://www.dove.co.nz/images/products/19305-32152310.jpg","http://www.dove.co.nz/jump/19305"
"AOC","VESA-P1 /00","AOC VESA-P1 NUC Bracket for 90 & P Series Only","AOC996",99.00,60.00,21,"Monitors","Mount Brackets (LCD & Proj)","","http://www.dove.co.nz/images/products/18970-21688.jpg","http://www.dove.co.nz/jump/18970"
"AOC","H271 /00","AOC H271 19-27"" LCD Height Adjust Monitor Stand 75mm & 100mm VESA","AOC998",99.00,38.00,21,"Monitors","Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/jump/0"
"AOC","HA22 /00","AOC HA22 19-24"" LCD Height Adjust Monitor Stand 100mm VESA","AOC999",99.00,38.00,21,"Monitors","Mount Brackets (LCD & Proj)","","http://www.dove.co.nz/images/products/10196-211627.jpg","http://www.dove.co.nz/jump/10196"
"Advantech","PCI-1604UP-BE","Advantech PCI-1604UP-AE 2 Port RS232 Serial - Low Profile","AQ1548",185.00,142.00,0,"IO Cards","","","http://www.dove.co.nz/images/products/5809-4912175.jpg","http://www.dove.co.nz/jump/5809"
"Advantech","PCI-1610B-DE","Advantech PCI-1610B-DE 4 Port RS-232 PCI Communication Card","AQ1554",189.00,148.00,0,"IO Cards","Industrial Communications","","http://www.dove.co.nz/images/products/14432-578178.jpg","http://www.dove.co.nz/jump/14432"
"Advantech","OPT8C-AE","Advantech OPT8C-AE DB62 to 8XDB25 RS232 Cable","AQ1564",60.00,47.00,0,"IO Cards","","","http://www.dove.co.nz/images/products/9355-509282.jpg","http://www.dove.co.nz/jump/9355"
"Advantech","OPT8H-AE","Advantech OPT8H-AE 1m Cable DB-62 to 8x DB-9","AQ1566",64.00,51.00,0,"IO Cards","Industrial Communications","","http://www.dove.co.nz/images/products/9356-1210282.jpg","http://www.dove.co.nz/jump/9356"
"Advantech","PCI-1620A-DE","Advantech PCI-1620A-DE 8 Port RS-232 PCI Communication Card","AQ1573",242.00,158.90,2,"IO Cards","","","http://www.dove.co.nz/images/products/14997-36141312.jpg","http://www.dove.co.nz/jump/14997"
"Advantech","PCIE-1610B-AE","Advantech PCIe-1610B 4 Ports RS232 PCIe Card","AQ1583",210.00,125.00,0,"IO Cards","","","http://www.dove.co.nz/images/products/15986-578238.jpg","http://www.dove.co.nz/jump/15986"
"Advantech","PCIE-1612B-AE","Advantech PCIe-1612B 4 Ports RS232/422/485 PCIe Card","AQ1584",295.95,178.90,0,"IO Cards","","","http://www.dove.co.nz/images/products/18771-49986.jpg","http://www.dove.co.nz/jump/18771"
"Advantech","PCIE-1612C-AE","Advantech PCIe-1612B 4 Ports RS232/422/485 PCIe Card w/ Surge Protec","AQ1586",469.00,309.00,0,"IO Cards","","","http://www.dove.co.nz/images/products/19124-4110249.jpg","http://www.dove.co.nz/jump/19124"
"Advantech","96NIC-1G-P-IN4","Advantech Intel Gigabit PCI 2.3 Network Card 1 Port RJ45","AQ1800",119.99,80.38,1,"Network Adapters","Industrial Communications","","http://www.dove.co.nz/images/products/18687-1915185.jpg","http://www.dove.co.nz/jump/18687"
"Advantech","ADAM-4562-AE","Advantech ADAM-4562 Isolated USB to (Serial) RS232 9-Wire","AQ3656",173.00,136.00,0,"IO Cards","Industrial Communications","","http://www.dove.co.nz/images/products/2948-151388.jpg","http://www.dove.co.nz/jump/2948"
"Advantech","USB-4604B-AE","Advantech USB-4604B USB to 4 x RS232 Serial","AQ3657",499.00,320.00,0,"USB Accessory","Industrial Communications","","http://www.dove.co.nz/images/products/5404-191388.jpg","http://www.dove.co.nz/jump/5404"
"Advantech","ADAM-4570-CE","Advantech ADAM-4570 Ethernet To 2 X 232/485/422","AQ3670",550.00,359.00,0,"Industrial Communications","IO Cards","","http://www.dove.co.nz/images/products/5405-241388.jpg","http://www.dove.co.nz/jump/5405"
"Advantech","ADAM-4570L-DE","Advantech ADAM-4570L Ethernet to 2 x RS232","AQ3671",407.00,278.00,2,"IO Cards","Industrial Communications","","http://www.dove.co.nz/images/products/5406-281388.jpg","http://www.dove.co.nz/jump/5406"
"Advantech","ADAM-4571L-DE","Advantech ADAM-4571L Ethernet to 1 x RS232 Serial Device Server","AQ3674",279.00,199.00,0,"IO Cards","Industrial Communications","","http://www.dove.co.nz/images/products/5407-351388.jpg","http://www.dove.co.nz/jump/5407"
"Advantech","WISE-4010/LAN","Advantech WISE-4010/LAN 4CH CI / DO IOT Lan","AQ4802",231.00,181.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/16167-23151210.jpg","http://www.dove.co.nz/jump/16167"
"Advantech","WISE-4012","Advantech WISE-4012 4Ch Uni In/2Ch Digital Out IoT Wireless I/O Module","AQ4804",275.00,215.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/15271-1412301.jpg","http://www.dove.co.nz/jump/15271"
"Advantech","WISE-4012E-AE-WA","Advantech WISE-4012E 6CH IOT Wlan + WebAccess","AQ4809",247.00,193.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/16168-33151210.jpg","http://www.dove.co.nz/jump/16168"
"Advantech","WISE-4050/LAN","Advantech WISE-4050/LAN 4CH DI + 4CH DO IOT Lan","AQ4811",231.00,181.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/16169-23161210.jpg","http://www.dove.co.nz/jump/16169"
"Advantech","WISE-4051","Advantech WISE-4051 8Ch Dig Input IoT Wireless I/O Module with RS-485","AQ4814",253.00,198.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/15274-014301.jpg","http://www.dove.co.nz/jump/15274"
"Advantech","WISE-4060/LAN","Advantech WISE-4060/LAN 4-CH DI + 4-CH Relay IOT Lan","AQ4816",244.00,191.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/16170-37161210.jpg","http://www.dove.co.nz/jump/16170"
"Advantech","WISE-4060","Advantech WISE-4060 4Ch Dig In/4Ch Relay Out IoT Wireless I/O Module","AQ4818",212.00,166.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/15276-5014301.jpg","http://www.dove.co.nz/jump/15276"
"Advantech","WISE-4220","Advantech WISE-4220 IOT WSN Temp & Humidty Logger","AQ4840",345.00,244.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/16149-5781110.jpg","http://www.dove.co.nz/jump/16149"
"Advantech","BB-WSL2C2112T-1","Advantech LoRa Private Node 2Themo 2AI 1DI 1DO 915MHZ","AQ4910",589.99,504.00,0,"IoT Products","Industrial Communications","","http://www.dove.co.nz/images/products/18688-2315185.jpg","http://www.dove.co.nz/jump/18688"
"Advantech","BB-WSL2C31000-1","ADVANTECH LoRa Private Node 3AI 1DI Conduit 915 MHz","AQ4911",529.99,468.70,0,"IoT Products","Industrial Communications","","http://www.dove.co.nz/images/products/18689-2815185.jpg","http://www.dove.co.nz/jump/18689"
"Advantech","BB-SG30000115-43","Advantech LoRa SmartSwarm 243 Private LoRa Gateway","AQ4915",859.99,759.00,0,"IoT Products","Industrial Communications","","http://www.dove.co.nz/images/products/18690-3315185.jpg","http://www.dove.co.nz/jump/18690"
"Advantech","BB-WSW2C000151-ES","Advantech LoRaWAN LRPv2 Node Conduit RS485 Connector 915Mhz","AQ4920",599.99,479.89,0,"IoT Products","Industrial Control","Industrial Communications","http://www.dove.co.nz/images/products/19053-3213119.jpg","http://www.dove.co.nz/jump/19053"
"Advantech","BB-WSW2C00015-3","Advantech LoRaWAN LRPv2 Node Conduit RS485 Connector 923Mhz","AQ4922",599.99,480.00,0,"IoT Products","Industrial Control","Industrial Communications","","http://www.dove.co.nz/jump/0"
"Advantech","BB-WSW2C42100-3","Advantech LoRaWAN LRPv2 Node Conduit 4x AI 2x DI 1x DO Pwr Mntr 923Mhz","AQ4924",629.99,499.00,0,"IoT Products","Industrial Control","Industrial Communications","","http://www.dove.co.nz/jump/0"
"Advantech","WISE-6610-N100-A","Advantech LoRaWAN WISE-6610-N100 915Mhz IoT Gateway","AQ4925",1499.99,1090.00,0,"IoT Products","Industrial Control","Industrial Communications","http://www.dove.co.nz/images/products/19031-311369.jpg","http://www.dove.co.nz/jump/19031"
"Advantech","WISE-6610-N500-A","Advantech LoRaWAN WISE-6610-N500 915Mhz IoT Gateway","AQ4926",1799.99,1350.00,0,"IoT Products","Industrial Control","Industrial Communications","http://www.dove.co.nz/images/products/19052-1713119.jpg","http://www.dove.co.nz/jump/19052"
"Advantech","BB-232USB9M","B+B Electronics USB to RS232 Mini Converter 232USB9M","AQ5110",179.99,115.00,5,"Adapters","Cables - USB & Firewire","Industrial Communications","http://www.dove.co.nz/images/products/18977-5011138.jpg","http://www.dove.co.nz/jump/18977"
"Advantech","BB-485USB9F-2W","Advantech B+B USB to RS485 2-wire Mini Converter 485USB9F-2W","AQ5111",199.99,155.00,0,"Adapters","Cables - USB & Firewire","Industrial Communications","http://www.dove.co.nz/images/products/18978-3712138.jpg","http://www.dove.co.nz/jump/18978"
"Advantech","BB-USR604","Advantech B+B Rugged USB to Serial Multiport 4x Serial USR604","AQ5141",1199.00,899.00,0,"USB Hubs","Industrial Communications","","http://www.dove.co.nz/images/products/18979-713138.jpg","http://www.dove.co.nz/jump/18979"
"Advantech","UNO-2271G-E21AE","Advantech UNO-2271G Atom E3815 1.46Ghz 4GB 2GbE 1USB","AQ5401",649.00,519.00,2,"BareBone PC","Industrial Computers","Industrial Communications","http://www.dove.co.nz/images/products/19038-4979.jpg","http://www.dove.co.nz/jump/19038"
"Advantech","BB-SL30410110","Advantech B+B SmartStart SL304 RJ45 RS232 LTE WiFi Gateway Router","AQ5501",949.00,755.00,0,"Network Routers","Industrial Communications","","http://www.dove.co.nz/images/products/18980-2314138.jpg","http://www.dove.co.nz/jump/18980"
"Advantech","BB-SR30808415-SWH","Advantech B+B SmartFlex SR308 Ethernet LTE GNSS PoE PD Serial Router","AQ5504",1729.00,1088.00,0,"Network Routers","Industrial Communications","","","http://www.dove.co.nz/jump/0"
"Advantech","BB-SR30819025-SWH","Advantech B+B SmartFlex SR308 Ethernet LTE GNSS PoE PD WiFi Router","AQ5505",1889.99,1399.00,0,"Network Routers","Industrial Communications","","http://www.dove.co.nz/images/products/19044-5015109.jpg","http://www.dove.co.nz/jump/19044"
"Advantech","BB-SR30818425-SWH","Advantech B+B SmartFlex SR308 Ethernet LTE GNSS PoE WiFi Serial Router","AQ5507",1999.99,1490.00,0,"Network Routers","Industrial Communications","","http://www.dove.co.nz/images/products/19045-5314109.jpg","http://www.dove.co.nz/jump/19045"
"Advantech","ADAM-6015","Advantech ADAM-6015 7-CH RTD Input Module","AQ6095",638.00,474.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5337-421588.jpg","http://www.dove.co.nz/jump/5337"
"Advantech","ADAM-6017","Advantech ADAM-6017-CE 8-Channel Analog Input with 2 Digital Outputs","AQ6100",537.00,399.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5314-461588.jpg","http://www.dove.co.nz/jump/5314"
"Advantech","ADAM-6018","Advantech ADAM-6018 8-CH Thermocouple + DIO","AQ6102",763.00,567.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/12024-21688.jpg","http://www.dove.co.nz/jump/12024"
"Advantech","ADAM-6022","Advantech ADAM-6022-A1E Dual Loop PID Controller","AQ6108",727.00,541.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/9828-131688.jpg","http://www.dove.co.nz/jump/9828"
"Advantech","ADAM-6024","Advantech ADAM-6024-A1E 12-Channel Universal I/O Module","AQ6110",819.00,609.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5338-241688.jpg","http://www.dove.co.nz/jump/5338"
"Advantech","ADAM-6050","Advantech ADAM-6050 18-Channel ISO 12 Digital I / 6 Digital Outputs","AQ6150",327.00,243.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5315-331688.jpg","http://www.dove.co.nz/jump/5315"
"Advantech","ADAM-6051","Advantech ADAM-6051-CE 16-Channel Isolated DI/O W/CNTR","AQ6151",327.00,243.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5339-421688.jpg","http://www.dove.co.nz/jump/5339"
"Advantech","ADAM-6052","Advantech ADAM-6052 16-Channel Source Type Digital I/O Module","AQ6152",355.00,264.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5340-511688.jpg","http://www.dove.co.nz/jump/5340"
"Advantech","ADAM-6060-D","Advantech ADAM-6060 6-Channel Relay Output with Digital Input","AQ6160",355.00,264.00,2,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5341-581688.jpg","http://www.dove.co.nz/jump/5341"
"Advantech","ADAM-6066-D","Advantech ADAM-6066 6 Channel Power Relay Output","AQ6170",382.00,284.00,0,"IoT Products","Industrial Control","","http://www.dove.co.nz/images/products/5812-911108.jpg","http://www.dove.co.nz/jump/5812"
"Advantech","EKI-2525I-AE","Advantech EKI-2525I 5 Port Wide Temp Switch","AQ7008",361.00,282.00,0,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/9833-5012108.jpg","http://www.dove.co.nz/jump/9833"
"Advantech","EKI-2525PA-AE","Advantech EKI-2525PA-AE 5 Port 10/100 POE Switch","AQ7009",754.00,590.00,0,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/9834-013108.jpg","http://www.dove.co.nz/jump/9834"
"Advantech","EKI-2525M-AE","Advantech EKI-2525M-AE 4-Port 10/100M+1 Fiber Unmanaged","AQ7010",514.00,402.00,0,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/4530-1413108.jpg","http://www.dove.co.nz/jump/4530"
"Advantech","EKI-2525-BE","Advantech EKI-2525 Unmanaged 5-Port 10/100Mbps Industrial Switch","AQ7011",187.00,130.00,0,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/5316-2113108.jpg","http://www.dove.co.nz/jump/5316"
"Advantech","EKI-2528-BE","Advantech EKI-2528 Unmanaged 8-Port 10/100Mbps Industrial Switch","AQ7012",317.00,145.00,0,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/5317-2613108.jpg","http://www.dove.co.nz/jump/5317"
"Advantech","EKI-2541S-AE","Advantech EKI-2541S-AE Ethernet to Single Mode Fiber","AQ7015",525.00,411.00,0,"Network Switches","","","http://www.dove.co.nz/images/products/11317-4413108.jpg","http://www.dove.co.nz/jump/11317"
"Advantech","EKI-2725-CE","Advantech EKI-2725-CE 5-Port Unmanaged GBE Ethernet","AQ7035",399.00,168.00,16,"Network Switches","Industrial Communications","","http://www.dove.co.nz/images/products/11318-5913108.jpg","http://www.dove.co.nz/jump/11318"
"Advantech","EKI-2728-CE","Advantech EKI-2728-BE 8-Port Unmanaged GBE Ethernet","AQ7036",499.00,265.00,0,"Network Switches","","","http://www.dove.co.nz/images/products/8372-514108.jpg","http://www.dove.co.nz/jump/8372"
"Advantech","EKI-3728-AE","Advantech EKI-3728-AE 8 Port Gigabit Switch","AQ7110",363.00,264.00,1,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/14408-598118.jpg","http://www.dove.co.nz/jump/14408"
"Advantech","EKI-3541M-AE","Advantech EKI-3541M-AE 10/100T To Multi Mode Fibre Converter","AQ7150",290.00,200.00,1,"Adapters","","","http://www.dove.co.nz/images/products/11537-189118.jpg","http://www.dove.co.nz/jump/11537"
"Advantech","EKI-5629C-MB-AE","Advantech EKI-5629C-MB-AE 8FE+2G Combo Managed Switch","AQ7201",986.00,717.00,0,"Industrial Communications","Network Switches","","http://www.dove.co.nz/images/products/18925-319247.jpg","http://www.dove.co.nz/jump/18925"
"Advantech","SFP-FXM/LC-AE","Advantech 100BASE-FX MultiMode Fiber SFP","AQ7990",110.00,102.00,0,"Network Adapters","Industrial Communications","","http://www.dove.co.nz/images/products/14409-569118.jpg","http://www.dove.co.nz/jump/14409"
"Inputel","KB205","Inputel KB205 Stainless Steel Keyboard + Trackball IP65 - PS/2","AS1800",845.00,325.00,0,"Keyboards","","","http://www.dove.co.nz/images/products/6582-271458.jpg","http://www.dove.co.nz/jump/6582"
"Inputel","SK310-WL","Inputel SK310-WL Silicon IP68 2.4GHz Keyboard + Trackpad - USB","AS1812",359.99,199.00,0,"Keyboards","","","http://www.dove.co.nz/images/products/18879-441467.jpg","http://www.dove.co.nz/jump/18879"
"Inputel","SK308","Inputel SK308 Silicone Keyboard + Trackpad IP68 - USB","AS1817",250.00,165.00,2,"Keyboards","","","http://www.dove.co.nz/images/products/9360-41558.jpg","http://www.dove.co.nz/jump/9360"
"Advantech","9680006905","Advantech 26 Slide Rails Pair 2U and greater","AS2000",125.00,60.00,0,"Adapters","","","http://www.dove.co.nz/images/products/11345-5310275.jpg","http://www.dove.co.nz/jump/11345"
"Advantech","IPC-510MB-00XCE","Advantech IPC-510MB-00XCE 19"" 4U Rack Black Chassis ~ No PSU","AS2002B",299.00,190.00,17,"Cases - OEM PC","Industrial Mainboard & Chassis","","http://www.dove.co.nz/images/products/2272-3710118.jpg","http://www.dove.co.nz/jump/2272"
"Advantech","ACP-4360MB-00XBE","Advantech ACP-4360MB-00XBE 4U 6 SATA ATX Case ~ No PSU","AS2005",1015.00,795.00,0,"Cases - OEM PC","","","http://www.dove.co.nz/images/products/8381-3210118.jpg","http://www.dove.co.nz/jump/8381"
"Advantech","PPC-IPS-AE","Advantech PPC-IPS-AE 24V DC Output UPS","AS3300",500.00,397.00,0,"Uninterruptible Power Supplies","Industrial Monitors & Panel PC","","http://www.dove.co.nz/images/products/14612-4511129.jpg","http://www.dove.co.nz/jump/14612"
"Advantech","FPM-8151H-R3BE","ADVANTECH FPM-8151H-R3BE 15 LCD STAINLESS STEEL","AS3595",3999.00,2999.00,0,"_","","","","http://www.dove.co.nz/jump/0"
"Advantech","ARK-1123L-S3A1E","Advantech ARK-1123L Atom E3825 2Com 2USB 1GbE Fanless","AT3557",1040.00,682.90,21,"Industrial Computers","BareBone PC","","http://www.dove.co.nz/images/products/18921-4114237.jpg","http://www.dove.co.nz/jump/18921"
"Advantech","ARK-3520P-U8A1E","Advantech ARK-3520P I7-6820EQ 8Com 2GbE 6USB Fanless","AT3568",3250.00,2594.90,0,"Industrial Computers","BareBone PC","","http://www.dove.co.nz/images/products/18922-3015237.jpg","http://www.dove.co.nz/jump/18922"
"Advantech","ARK-3520P-U7A1E ","Advantech ARK-3520P i5-6440EQ 8Com 2GbE 6USB Fanless","AT3569",2999.00,2195.90,0,"Industrial Computers","BareBone PC","","http://www.dove.co.nz/images/products/18923-3315237.jpg","http://www.dove.co.nz/jump/18923"
"Advantech","ARK-2121F-U0A1E","Advantech ARK-2121F J1900 2GbE 6Com 6USB Fanless","AT3571",1399.00,1144.00,0,"Industrial Computers","BareBone PC","","http://www.dove.co.nz/images/products/18924-5615237.jpg","http://www.dove.co.nz/jump/18924"
"Advantech","ARK-2250L-U3A1E","Advantech ARK-2250L i3-6100U 4Com 2GbE 4USB Fanless","AT3573",1649.00,1389.92,0,"Industrial Computers","BareBone PC","","http://www.dove.co.nz/images/products/18861-281057.jpg","http://www.dove.co.nz/jump/18861"
"Advantech","ARK-3510L-00A1E","Advantech ARK-3510L PGA988 4Com 2GbE 6USB Fanless","AT3585",1795.00,1420.90,0,"Industrial Computers","BareBone PC","","http://www.dove.co.nz/images/products/11401-2311158.jpg","http://www.dove.co.nz/jump/11401"
